action; datetime; link; car; price; price_details; posted; year; doors; drive; power; seats; color; gearbox; mileage; MOT; body; fuel; engine; extras; description, photo_linksAdd; Wed Aug 16 19:38:03 2023; https://www.bazaraki.com/adv/4844133_jeep-cherokee-2-0l-2015/; Jeep Cherokee 2,0L 2015; €17.500; negotiable; Posted: Today 12:05; 2015; 4 doors - 5 doors; 4WD, AWD; 175 hp; 5; Blue; Automatic; 164000 km; 06/2025; SUV; Diesel; 2,0L; Alloy wheels, Cruise control, Keyless start, Rear view camera, Start/stop, Heated seats; JEEP CHEROKEE LIMITED EDITION, AWD AUTOMATIC IN MINT CONDITION, FULLY SERVICED ( GREAT SERVICE DONE ) FAMILY CAR,WELL MAINTAINED , POWERFULL AND ECONOMIC , A TRUE PLEASURE TO DRIVE.  4 NEW TYRES !!!     TEL.:99894171; https://cdn1.bazaraki.com/media/cache1/82/3c/823cf45d0ca565c562701ebd3088c216.jpg, https://cdn1.bazaraki.com/media/cache1/67/f6/67f6e047e60ed063dbd4816ff33db3de.jpg, https://cdn1.bazaraki.com/media/cache1/72/7a/727aa381b0799fa3b8fa468069a88ae7.jpg, https://cdn1.bazaraki.com/media/cache1/4e/6e/4e6ea3b1bf46a96d4ca9196b62544e1d.jpg, https://cdn1.bazaraki.com/media/cache1/84/28/8428e9be531799f5265a29a9c6e2f649.jpg, https://cdn1.bazaraki.com/media/cache1/4b/50/4b50cadf1e224dbc74c890c014b5e6a8.jpg, https://cdn1.bazaraki.com/media/cache1/1f/64/1f64f1b279894a9622175472b7e02850.jpg, https://cdn1.bazaraki.com/media/cache1/3c/2b/3c2b26c76aba6e5f3dfeb0aea1a57884.jpg;
Add; Wed Aug 16 19:38:08 2023; https://www.bazaraki.com/adv/4680673_land-rover-freelander-2-1l-2011/; Land Rover Freelander 2,1L 2011; €13.500; negotiable; Posted: Today 11:44; 2011; 4 doors - 5 doors; 4WD, AWD; 150 hp; 5; Black; Automatic; 185000 km; 08/2025; SUV; Diesel; 2,1L; Alloy wheels, Cruise control, Start/stop; Land Rover Freelander 2 LCI (facelift).   The car is in Excellent Condition   Annual Road Tax €270   Many extras!!!   Recently serviced, Any Inspection welcome.   Any questions feel free to ask.; https://cdn1.bazaraki.com/media/cache1/c9/82/c982ecfd118d5acc6e551bafc2ab3577.jpg, https://cdn1.bazaraki.com/media/cache1/72/f3/72f3bb3fc56142de954b8db60a3ba834.jpg, https://cdn1.bazaraki.com/media/cache1/8e/55/8e5537efffca26ccc6dbc6f0f4dad6dd.jpg, https://cdn1.bazaraki.com/media/cache1/63/ed/63edf195af740c174327841956bb47fc.jpg, https://cdn1.bazaraki.com/media/cache1/42/92/4292760286722889583e18a9b0abc25f.jpg, https://cdn1.bazaraki.com/media/cache1/49/d6/49d6a8681687a8861649b25efa85d231.jpg, https://cdn1.bazaraki.com/media/cache1/49/c2/49c2d991b815c2ea38ae83dea156e5fb.jpg, https://cdn1.bazaraki.com/media/cache1/ef/83/ef8327555adcb03d9bc8fe776218e501.jpg, https://cdn1.bazaraki.com/media/cache1/22/b7/22b72cc8c9e6823a75393f38849d6cc2.jpg, https://cdn1.bazaraki.com/media/cache1/ba/35/ba359860b377d3f5da5670833c854a9c.jpg, https://cdn1.bazaraki.com/media/cache1/ad/e9/ade9bc9185ab55e2d8448beb5b52aee9.jpg, https://cdn1.bazaraki.com/media/cache1/9a/89/9a89f908e095d17bae72d781e4cbb62b.jpg;
Add; Wed Aug 16 19:38:14 2023; https://www.bazaraki.com/adv/4843982_land-rover-freelander-2-2l-2010/; Land Rover Freelander 2,2L 2010; €13.500; negotiable; Posted: Today 10:19; 2010; ; 4WD, AWD; ; 5; Grey; Manual; 163600 km; 12/2025; SUV; Diesel; 2,2L; ; FREELANDER 2 TD4 06/2010 163,600km, Κυπριακό, σε ΕΞΑΙΡΕΤΙΚΗ ΚΑΤΑΣΤΑΣΗ.      2os ιδιοκτήτης.    Manual  Diesel-Turbo 2179cc  Max Torque 420Nm@1750rpm  Boot Space 755 Ltr  Fuel Tank Capacity 68 Ltr  Multi-function steering wheel  2 Multi-function remotes  Power adjusted rear view mirrors  Accessory Power Outlet  Dual zone Climate control  Rear AC Vents  Cruise Control  Driving Experience Control Eco  7 airbags  Parking sensors rear  Front Seats - Sports Seats  Front Seats - Electric Adjuzstment  Half leather interior  Rain-Sensing Wipers  Alarm System with Immobiliser and Interior Protection  19inc Alloy Wheels (full spare wheel)  Xenon Headlamps  Fog Lights  All terrain response syste; https://cdn1.bazaraki.com/media/cache1/a6/b7/a6b7d05edf745cf84f101cef61ad9bf6.jpg, https://cdn1.bazaraki.com/media/cache1/fd/5a/fd5a6912ec0232b0d73203bfc0194d9e.jpg, https://cdn1.bazaraki.com/media/cache1/d9/7c/d97c7ee59311366c36cc535b4bf49591.jpg, https://cdn1.bazaraki.com/media/cache1/83/e1/83e122e62421d9213ab0eefa390d8b5d.jpg, https://cdn1.bazaraki.com/media/cache1/ae/e3/aee3a2a3ce75c03e0c892e633f6bac2d.jpg, https://cdn1.bazaraki.com/media/cache1/43/46/43466b3aed894a30e20a90eb625fae2a.jpg, https://cdn1.bazaraki.com/media/cache1/b2/76/b276243b085192865686bc89471ebf01.jpg, https://cdn1.bazaraki.com/media/cache1/55/a7/55a799df6be5a2421ba46d499eb575f9.jpg;
Add; Wed Aug 16 19:38:19 2023; https://www.bazaraki.com/adv/4792135_mini-countryman-2-0l-2014/; Mini Countryman 2,0L 2014; €14.000; €15.000; Posted: Today 09:01; 2014; 4 doors - 5 doors; Front (FWD); ; 5; Red; Automatic; 110000 km; 08/2024; SUV; Diesel; 2,0L; Alloy wheels, Cruise control, Keyless start; Fully serviced   Perfect condition   Any mechanical inspection is more than welcome; https://cdn1.bazaraki.com/media/cache1/4e/4c/4e4cfafbd2bc5512c2e215651d5518db.jpg, https://cdn1.bazaraki.com/media/cache1/6d/43/6d432a53136545da98ae78b4886ea47c.jpg, https://cdn1.bazaraki.com/media/cache1/43/19/431934a8f9a6c93133082ca1baac2a68.jpg, https://cdn1.bazaraki.com/media/cache1/28/87/28878d4948972f0752c408a9d776cbc3.jpg, https://cdn1.bazaraki.com/media/cache1/21/37/2137d364f2391e305cbda9beb0eed815.jpg;
Add; Wed Aug 16 19:38:24 2023; https://www.bazaraki.com/adv/4792064_toyota-rav4-2-2l-2013/; Toyota RAV4 2,2L 2013; €13.900; €15.500; Posted: Today 08:42; 2013; 4 doors - 5 doors; 4WD, AWD; 150 hp; 5; Silver; Manual; 180000 km; 12/2025; SUV; Diesel; 2,2L; Alloy wheels, Cruise control, Rear view camera; Fully revised vehicule at 178000 km Accepted mechanical control, MOT up to JULY 2025      Oil filter, diesel filter, air filter, oil change, brake pads.      Perfect condition, inside and out      NO FEES TO MAKE   Metallic paint      Dual air conditioning      Genuine Toyota tow bar      Xenon headlights      LED daytime running lights      airbag driver      Passenger airbag      Side airbag      Anti-lock brakes      Central door locking      Center rear seat belt      Electronic brake force distribution Electronic stability program      Exterior lighting (daytime running lights) Front fog lights      Headrest      Holder of the Hill      Immobilizer      Park assist (rear parking camera) Power steering      Seat - ISOFIX anchor point Third brake light      Tire pressure check      Speed ​​regulator      DAB Radio      Electric windows (front/rear)      Leather gear knob      In-Car Entertainment (Radio/CD/MP3)      Rain sensor      Seat height adjustment      Speakers      Steering wheel mounted controls (audio/telephone)      Telephone equipment (Bluetooth interface) Tinted windows         Alloy wheels (18")      Internal mirrors; https://cdn1.bazaraki.com/media/cache1/2b/85/2b8512bec5e59c336b9dc27f94f2f41c.jpg, https://cdn1.bazaraki.com/media/cache1/d5/96/d5966f0f6193b435a4b70aabefeb759d.jpg, https://cdn1.bazaraki.com/media/cache1/69/c3/69c32533b15a7041c8736a6bc33f5433.jpg, https://cdn1.bazaraki.com/media/cache1/2a/9c/2a9cddd0e2a916f5939078b978ae6569.jpg, https://cdn1.bazaraki.com/media/cache1/03/f4/03f411735b548cf3237be7cb431480c9.jpg, https://cdn1.bazaraki.com/media/cache1/97/2a/972a6020f25c43c2da10db4c16e0bcd1.jpg, https://cdn1.bazaraki.com/media/cache1/bd/59/bd59738d8103f4707ea68b85b8e0d9cc.jpg, https://cdn1.bazaraki.com/media/cache1/c8/1b/c81ba55b7e878d5c03fa3104acb63754.jpg;
Add; Wed Aug 16 19:38:30 2023; https://www.bazaraki.com/adv/4783631_subaru-xv-1-6l-2015/; Subaru XV 1,6L 2015; €13.900; €15.500; Posted: Today 07:59; 2015; 4 doors - 5 doors; 4WD, AWD; 148 hp; 5; White; Automatic; 137000 km; ; SUV; Petrol; 1,6L; Alloy wheels, Cruise control, Rear view camera, Start/stop, Heated seats; ASG CARS OFFER: SUBARU XV AWD 2015      - Automatic Transmission    - 2015 Year - CY VEHICLE    -AWD   - 148hp    - 1.6 Petrol Engine       Equipment :       - Alloy Wheels    - Rear Camera    - Multimedia    - Heated front Seats    - Auto/Stop    - Cruise Control / Steering Control    - Central Locking/ Power Windows       Contact us for more information, Test Drive and Viewing; https://cdn1.bazaraki.com/media/cache1/6c/d5/6cd5c97bd4bc225ce7dcdbca26a4c252.jpg, https://cdn1.bazaraki.com/media/cache1/5b/32/5b32593a626afde1b57240013ae38d17.jpg, https://cdn1.bazaraki.com/media/cache1/e7/e8/e7e836ec2e7c50ba9d8177746887eee5.jpg, https://cdn1.bazaraki.com/media/cache1/fb/3d/fb3d7039fbf5304b54fe445b34fbfbd6.jpg, https://cdn1.bazaraki.com/media/cache1/5b/04/5b04bd1350229c965d7b2b29b1f8fa41.jpg, https://cdn1.bazaraki.com/media/cache1/0e/83/0e83f2a510bb92945f56b89e45f0eb0a.jpg, https://cdn1.bazaraki.com/media/cache1/26/f5/26f5d05579c7c8d2b8c71416fb29dd00.jpg, https://cdn1.bazaraki.com/media/cache1/f0/d5/f0d51f96e44c7cbabca09339a1b2a8fd.jpg, https://cdn1.bazaraki.com/media/cache1/72/98/729829b97e2fb35373bba33adae88590.jpg, https://cdn1.bazaraki.com/media/cache1/59/03/5903d787e5d2dbf14c6873242b254214.jpg, https://cdn1.bazaraki.com/media/cache1/24/74/24748af66f1e2aafe097edac64f0b1d7.jpg, https://cdn1.bazaraki.com/media/cache1/be/0a/be0a0db5b95dc5e576b731237681f580.jpg, https://cdn1.bazaraki.com/media/cache1/d5/5f/d55fcf4884825a442f21c7d48f3c9640.jpg;
Add; Wed Aug 16 19:38:35 2023; https://www.bazaraki.com/adv/4734599_nissan-juke-1-6l-2014/; Nissan Juke 1,6L 2014; €15.000; ; Posted: Yesterday 23:18; 2014; 4 doors - 5 doors; Rear (RWD); ; 5; White; Automatic; 72800 km; 03/2025; SUV; Petrol; 1,6L; Keyless start, Rear view camera, Start/stop; Careful operation. A girl drove. There was no smoking in the cabin.Minimal bargaining is appropriate.; https://cdn1.bazaraki.com/media/cache1/0a/ef/0aef8f61c19f97c31fbaa72f80c982a9.jpg, https://cdn1.bazaraki.com/media/cache1/81/72/8172c8c4c28ded2fbce9aa0669c55e0f.jpg, https://cdn1.bazaraki.com/media/cache1/49/39/4939ba66dbed1cebf6fcdd35c19ef8e1.jpg, https://cdn1.bazaraki.com/media/cache1/f0/b9/f0b927bd413631ba6ce1c8af78ab498d.jpg, https://cdn1.bazaraki.com/media/cache1/50/35/5035edefeb9ed06b752fd0cfc5d5a961.jpg, https://cdn1.bazaraki.com/media/cache1/34/8c/348c9e0ce497af768d7f61cbf4ba9a5f.jpg, https://cdn1.bazaraki.com/media/cache1/74/db/74dbe1922525bf2a6adbbf2ff3f946e2.jpg, https://cdn1.bazaraki.com/media/cache1/24/3a/243af5954020afb3580f7aba5603222e.jpg, https://cdn1.bazaraki.com/media/cache1/6d/ee/6dee9e45c4ed196fd49a4cfaea0ab9cc.jpg, https://cdn1.bazaraki.com/media/cache1/51/62/5162bf9b14bfa416347a436306e6ac02.jpg;
Add; Wed Aug 16 19:38:41 2023; https://www.bazaraki.com/adv/4843789_toyota-rav4-2-0l-2015/; Toyota RAV4 2,0L 2015; €17.500; ; Posted: Yesterday 21:33; 2015; 4 doors - 5 doors; Front (FWD); 126 hp; 5; Silver; Manual; 108021 km; Not applicable; SUV; Diesel; 2,0L; Cruise control, Rear view camera; Toyota RAV4 2015 Manual Silver. With rear camera and cruise control; https://cdn1.bazaraki.com/media/cache1/18/3f/183f2737cdb912e37b688c22e0631e5f.jpg, https://cdn1.bazaraki.com/media/cache1/7e/54/7e5465a4b089744ce95af4c8a050c14c.jpg, https://cdn1.bazaraki.com/media/cache1/33/6a/336af57a61f57c29a7cad0041ef88833.jpg, https://cdn1.bazaraki.com/media/cache1/21/3b/213ba3e22523653cc27f509cfe58bc27.jpg, https://cdn1.bazaraki.com/media/cache1/86/bc/86bc8404d7ecb70aec95edbfe78411bf.jpg, https://cdn1.bazaraki.com/media/cache1/f7/0e/f70eb90e29c92b4dc248e6111810a95b.jpg, https://cdn1.bazaraki.com/media/cache1/7a/25/7a258dab0753b6c23a6d54b20dea0689.jpg, https://cdn1.bazaraki.com/media/cache1/b2/31/b2315b130b0ff28e03e75f5427fbb80f.jpg;
Add; Wed Aug 16 19:38:46 2023; https://www.bazaraki.com/adv/4836698_nissan-qashqai-1-6l-2014/; Nissan Qashqai 1,6L 2014; €14.400; negotiable; Posted: Yesterday 21:06; 2014; 4 doors - 5 doors; ; ; 5; White; Automatic; 135000 km; ; SUV; Diesel; 1,6L; Alloy wheels, Cruise control, Keyless start, Rear view camera, Start/stop, Sunroof, Heated seats; Fully loaded    Excellent condition    Cyprus car   Fully serviced       Camera 360   Two keys   Leather seats   Panoramic roof   Electric seats   Keyless   Line assist   Electric seats       Exchange accepted   Crypto accepted; https://cdn1.bazaraki.com/media/cache1/a2/4b/a24b39c23082d55914af8762ae956f8d.jpg, https://cdn1.bazaraki.com/media/cache1/45/de/45def8e27471c3cc98bf52fa30728286.jpg, https://cdn1.bazaraki.com/media/cache1/a5/4f/a54f9674909727358a1224483b4244eb.jpg, https://cdn1.bazaraki.com/media/cache1/a6/f7/a6f71b92adbd36efa471fb324ff24d09.jpg, https://cdn1.bazaraki.com/media/cache1/5f/9c/5f9cef833c25980df2b12672334a1fbe.jpg, https://cdn1.bazaraki.com/media/cache1/07/a9/07a95d9ed5518983ae932fef8e2b1999.jpg, https://cdn1.bazaraki.com/media/cache1/64/2c/642c9a56a7b33b629dabe5d1cdc46a42.jpg, https://cdn1.bazaraki.com/media/cache1/ab/7b/ab7b459597564328624dcdac7c2f2c88.jpg, https://cdn1.bazaraki.com/media/cache1/d8/8e/d88e45665a335777fb3cae04f4adbc36.jpg, https://cdn1.bazaraki.com/media/cache1/f2/87/f2871aa1dc5246063784ba7d1c42af02.jpg, https://cdn1.bazaraki.com/media/cache1/f6/c6/f6c610f40bc9fb3441af833c34f59968.jpg, https://cdn1.bazaraki.com/media/cache1/99/a8/99a81fd405fa093ca2424da12dcb3953.jpg, https://cdn1.bazaraki.com/media/cache1/35/c8/35c804ba8a90016421c46cb7f7328994.jpg, https://cdn1.bazaraki.com/media/cache1/20/39/2039f574583c39d193fd984f1d69cee0.jpg, https://cdn1.bazaraki.com/media/cache1/fd/24/fd24bc90d080a779c364ce660e25a824.jpg, https://cdn1.bazaraki.com/media/cache1/5a/ec/5aec9f5608b38a08b09a26f554d30205.jpg;
Add; Wed Aug 16 19:38:52 2023; https://www.bazaraki.com/adv/4843533_land-rover-range-rover-evoque-2-2l-2013/; Land Rover Range Rover Evoque 2,2L 2013; €19.000; negotiable; Posted: Yesterday 15:56; 2013; 4 doors - 5 doors; 4WD, AWD; 150 hp; 5; Black; Automatic; 275000 km; 11/2025; SUV; Diesel; 2,2L; Alloy wheels, Cruise control, Keyless start, Start/stop, Heated seats; Range Rover Evoque, in very good condition, highway millage as live in Larnaca and work in Limassol. BLACK pack, alloy wheels and black heaters leather seats, nice extras black pack wheels and trim; https://cdn1.bazaraki.com/media/cache1/71/ac/71ac5e24c0050e8bc9dcbc323aa663c3.jpg, https://cdn1.bazaraki.com/media/cache1/ac/4a/ac4af31310958d30e9301bbaa449444b.jpg, https://cdn1.bazaraki.com/media/cache1/73/66/7366ade855a7691ed60f5a8f34b0a49a.jpg, https://cdn1.bazaraki.com/media/cache1/0e/45/0e45a1acfbb9d97d6ea20d3745a489c0.jpg, https://cdn1.bazaraki.com/media/cache1/84/41/8441d647ac6d48aeb4bf45b0ee1c9eb7.jpg, https://cdn1.bazaraki.com/media/cache1/b7/7c/b77cba739e188fd20f27fbb5e1574db7.jpg, https://cdn1.bazaraki.com/media/cache1/d2/e6/d2e625182ad1fdcc3728b661deaf0e77.jpg, https://cdn1.bazaraki.com/media/cache1/81/fd/81fd85345a4a72b1c753025d2b2db964.jpg, https://cdn1.bazaraki.com/media/cache1/74/88/7488063dd9d90498dbe954eacc4520b9.jpg, https://cdn1.bazaraki.com/media/cache1/ba/f5/baf5f9795b86f92851fb10db845bcd25.jpg;
Add; Wed Aug 16 19:38:57 2023; https://www.bazaraki.com/adv/4741649_mitsubishi-l200-2-5l-2014/; Mitsubishi L200 2,5L 2014; €17.700; negotiable; Posted: Yesterday 12:45; 2014; 4 doors - 5 doors; 4WD, AWD; 2 hp; 5; White; Manual; 88500 km; 05/2025; SUV; Diesel; 2,5L; Alloy wheels, Cruise control, Heated seats; 📣📣 NEW ENTRY 📣📣    ‼️ MITSUBISHI L200 ‼️  ‼️ BARBARIAN 🔝🔝🔝  ‼️ 11/2014 Excellent Condition ✅✅  ‼️ 2.5 Diesel ✅✅  ‼️ Manual 5+1 ✅  ‼️ 88500 Miles Warranty ✅✅  ‼️ Cruise Control ✅  ‼️ Climate Control, Headed Seats ✅  ‼️ New wheels and tyres ✅  ‼️ Full extra package ✅✅  ‼️ Full service ✅✅✅  ‼️ MOT, Road Tax ✅✅  ‼️ €17700. Dextes Kai Praksis ‼️  ☎️ Larnaka-Aradippu ☎️; https://cdn1.bazaraki.com/media/cache1/45/21/45210da4edb51f7ca69da939ba20486e.jpg, https://cdn1.bazaraki.com/media/cache1/b3/5d/b35d5c6951880beb560206a8a0e6c9ac.jpg, https://cdn1.bazaraki.com/media/cache1/d4/4e/d44e0641e3007788e2b5af1d0bcbc9fe.jpg, https://cdn1.bazaraki.com/media/cache1/6f/1e/6f1e34870e5b7d283c15a900ed4084d9.jpg, https://cdn1.bazaraki.com/media/cache1/30/98/3098fdaa013c36a0057e4b374ce6bd56.jpg, https://cdn1.bazaraki.com/media/cache1/2f/02/2f02215213329febfdfc10b807431df4.jpg, https://cdn1.bazaraki.com/media/cache1/6e/a6/6ea695152f364080ed91efd4fe81f8ca.jpg, https://cdn1.bazaraki.com/media/cache1/4f/81/4f81d069d28e55cc6f22eae4f44d2cc1.jpg, https://cdn1.bazaraki.com/media/cache1/a5/9e/a59e26b0c3e619618ec0e00ae2c56088.jpg, https://cdn1.bazaraki.com/media/cache1/c8/f5/c8f5e04462f20f0ab8cc537044f9a502.jpg, https://cdn1.bazaraki.com/media/cache1/86/97/86970987f964e7008409804cc23ba7b9.jpg, https://cdn1.bazaraki.com/media/cache1/8a/93/8a935df446cd69f342026690d96ec6cc.jpg, https://cdn1.bazaraki.com/media/cache1/43/ca/43cacee0475bc7dabf5eee8eb7302fea.jpg, https://cdn1.bazaraki.com/media/cache1/82/02/820273cb626474598fc2055d450f117d.jpg, https://cdn1.bazaraki.com/media/cache1/35/21/3521eb2b161ce37ffaa0f2e8d9ea190e.jpg;
